text,avg_dwell_time_ms,avg_flight_time_ms,pause_ratio,backspace_rate,error_rate,correction_latency_ms,words_per_minute,burst_length,session_duration_sec,late_night_ratio,sentiment_polarity,negation_ratio,uncertainty_ratio,first_person_ratio,lexical_diversity,stress_pct,anxiety_pct,depression_pct
"I sent updates, answered messages, and planned tomorrow's priorities. I keep correcting myself because I do not want to miss anything important. I am uncertain about the outcome and keep second-guessing the details. I can continue after a short break and another review pass.",120.166,110.14,0.2624,0.16649,0.15564,267.261,64.997,8.233,885.227,0.1691,-0.31377,0.09524,0.10046,0.07929,0.58052,62.679,67.579,25.724
"I finished the review, documented the results, and cleaned up the notes. I am rushing through deadlines and keep switching between tasks. I am uneasy and keep revisiting the same point for reassurance. The schedule is clear enough for the next session.",119.197,107.435,0.2137,0.16065,0.15265,248.811,70.221,9.88,936.869,0.21416,-0.28684,0.10475,0.11055,0.07054,0.6558,68.061,55.099,37.433
"I finished the review, documented the results, and cleaned up the notes. The current draft is usable, but it still needs refinement.",105.893,118.62,0.14278,0.06766,0.0609,148.406,64.241,8.601,720.142,0.10828,0.03558,0.10144,0.05729,0.08318,0.70449,9.578,27.254,46.743
"I sent updates, answered messages, and planned tomorrow's priorities. I can continue after a short break and another review pass.",102.423,101.36,0.25427,0.06246,0.08175,198.164,67.754,10.302,773.398,0.16983,0.13498,0.08724,0.07113,0.09312,0.71725,10.137,48.72,38.835
"I sent updates, answered messages, and planned tomorrow's priorities. I am rushing through deadlines and keep switching between tasks. The current draft is usable, but it still needs refinement.",107.688,117.816,0.19199,0.14373,0.14493,225.413,39.294,7.157,972.611,0.19002,-0.31712,0.08271,0.06807,0.08717,0.69381,69.155,35.411,47.233
"I sent updates, answered messages, and planned tomorrow's priorities. There is too much to finish at once and the pace feels intense. I am uneasy and keep revisiting the same point for reassurance. I can continue after a short break and another review pass.",134.052,110.186,0.28923,0.18666,0.17891,270.795,53.18,10.446,1264.918,0.18777,-0.61816,0.1069,0.1003,0.09985,0.69474,74.346,62.016,38.834
The workday was manageable and I moved through the checklist steadily. I keep correcting myself because I do not want to miss anything important. My thoughts keep looping around possible mistakes and consequences. The work feels heavier than it should and I am moving slowly. I will revisit the remaining items tomorrow.,131.473,129.304,0.3447,0.20527,0.20442,254.296,49.15,7.221,1248.005,0.31101,-0.92896,0.13164,0.13241,0.14,0.61972,81.309,75.388,61.799
"I finished the review, documented the results, and cleaned up the notes. I can continue after a short break and another review pass.",100.567,127.678,0.10986,0.08901,0.08831,192.939,69.252,9.305,764.329,0.1266,0.58237,0.04596,0.06971,0.03181,0.77047,37.384,33.665,4.666
"I finished the review, documented the results, and cleaned up the notes. I can continue after a short break and another review pass.",107.085,107.972,0.14171,0.10572,0.08335,191.01,66.072,12.45,489.044,0.13006,0.09724,0.06133,0.06242,0.05869,0.69446,29.913,35.318,32.364
The workday was manageable and I moved through the checklist steadily. Everything feels urgent and I am trying to catch up quickly. I do not feel engaged and it is difficult to sustain momentum.,132.189,138.962,0.32673,0.19334,0.18056,235.492,38.38,7.892,1309.028,0.31699,-1.0,0.1387,0.05197,0.12916,0.59127,88.94,52.197,79.998
"The workday was manageable and I moved through the checklist steadily. There is too much to finish at once and the pace feels intense. I am uncertain about the outcome and keep second-guessing the details. The current draft is usable, but it still needs refinement.",136.099,113.195,0.36262,0.20541,0.21589,263.233,60.357,7.096,1067.454,0.22513,-0.43502,0.14408,0.14838,0.10647,0.66467,67.418,93.446,44.22
"I sent updates, answered messages, and planned tomorrow's priorities. Everything feels urgent and I am trying to catch up quickly. I keep worrying that something might go wrong even after I check it. I can continue after a short break and another review pass.",93.951,145.837,0.31924,0.1885,0.17903,239.706,48.681,8.047,945.084,0.19756,-0.21166,0.12483,0.11052,0.07958,0.72988,63.033,67.949,35.454
I completed the main tasks for today and reviewed the next steps. I can continue after a short break and another review pass.,98.591,95.058,0.14702,0.12281,0.10778,173.551,64.779,9.978,862.61,0.17114,-0.26976,0.10074,0.07692,0.08763,0.66922,43.478,36.485,42.374
"I sent updates, answered messages, and planned tomorrow's priorities. The current draft is usable, but it still needs refinement.",109.253,124.377,0.27522,0.08193,0.11747,206.979,53.791,9.476,864.094,0.19827,-0.37172,0.10166,0.07903,0.10041,0.59776,29.578,40.936,50.206
"I finished the review, documented the results, and cleaned up the notes. I do not feel engaged and it is difficult to sustain momentum. The schedule is clear enough for the next session.",122.125,123.637,0.30571,0.09237,0.10583,164.668,56.957,10.973,872.296,0.19288,-0.62834,0.11766,0.07227,0.12157,0.57914,27.033,44.888,59.502
I completed the main tasks for today and reviewed the next steps. I will revisit the remaining items tomorrow.,84.864,96.037,0.13826,0.03335,0.05805,111.062,72.918,6.195,633.312,0.10406,-0.16704,0.07704,0.03575,0.08812,0.70815,9.802,11.504,39.699
"I finished the review, documented the results, and cleaned up the notes. My thoughts keep looping around possible mistakes and consequences. I can continue after a short break and another review pass.",129.896,106.927,0.22424,0.15018,0.15445,226.796,75.776,10.303,969.918,0.17084,-0.01658,0.06352,0.10185,0.06206,0.67493,51.374,61.056,21.93
The workday was manageable and I moved through the checklist steadily. The schedule is clear enough for the next session.,100.002,97.611,0.22342,0.11913,0.12027,180.344,57.391,7.88,822.655,0.22944,-0.66396,0.10861,0.07502,0.10052,0.66606,45.275,45.803,50.348
"The workday was manageable and I moved through the checklist steadily. The current draft is usable, but it still needs refinement.",94.559,110.706,0.08604,0.04352,0.03577,136.452,75.686,7.624,709.385,0.09473,0.56892,0.03916,0.00428,0.07408,0.69051,3.137,9.909,25.055
"I finished the review, documented the results, and cleaned up the notes. The current draft is usable, but it still needs refinement.",104.64,123.278,0.12503,0.12493,0.12092,210.025,66.125,6.957,773.413,0.17692,-0.26052,0.07561,0.06346,0.09266,0.67703,44.259,35.366,40.642
I completed the main tasks for today and reviewed the next steps. I will revisit the remaining items tomorrow.,102.775,120.64,0.18412,0.14883,0.12981,202.58,50.161,7.886,898.216,0.215,-0.42018,0.08379,0.02986,0.10253,0.59016,54.541,33.13,43.319
"I finished the review, documented the results, and cleaned up the notes. I am rushing through deadlines and keep switching between tasks. The current draft is usable, but it still needs refinement.",133.25,134.483,0.28717,0.15741,0.12933,240.789,60.279,8.964,1050.423,0.23279,-0.35654,0.09894,0.07273,0.08407,0.49333,56.918,50.541,47.553
"I finished the review, documented the results, and cleaned up the notes. There is too much to finish at once and the pace feels intense. My thoughts keep looping around possible mistakes and consequences. I will revisit the remaining items tomorrow.",135.22,128.821,0.33432,0.2017,0.21107,255.219,45.765,7.718,1030.429,0.18779,-0.06357,0.10471,0.13747,0.05852,0.67822,67.44,77.778,30.072
"I sent updates, answered messages, and planned tomorrow's priorities. I keep worrying that something might go wrong even after I check it.",106.743,111.886,0.25363,0.12388,0.11167,227.322,72.225,6.336,624.325,0.15153,-0.18362,0.09741,0.08921,0.10773,0.74616,27.892,59.342,37.175
"I finished the review, documented the results, and cleaned up the notes. I can continue after a short break and another review pass.",118.275,104.155,0.21687,0.09789,0.10118,217.448,62.222,9.188,637.19,0.18873,0.15181,0.10624,0.09882,0.09045,0.69484,23.769,52.548,39.463
"I finished the review, documented the results, and cleaned up the notes. I feel mentally drained and focusing takes more effort than usual. The current draft is usable, but it still needs refinement.",105.233,89.737,0.3378,0.07964,0.08878,164.771,55.991,7.918,884.73,0.16886,-0.18703,0.11757,0.06956,0.08332,0.61284,23.215,49.031,55.088
The workday was manageable and I moved through the checklist steadily. I keep correcting myself because I do not want to miss anything important. I am uneasy and keep revisiting the same point for reassurance.,121.238,114.737,0.35251,0.21941,0.24619,252.589,53.62,8.22,1064.478,0.20971,-0.51303,0.14856,0.13143,0.0647,0.65822,83.595,86.547,37.244
The workday was manageable and I moved through the checklist steadily. I keep correcting myself because I do not want to miss anything important. I am uneasy and keep revisiting the same point for reassurance. The schedule is clear enough for the next session.,131.958,109.344,0.31067,0.19822,0.18415,264.633,57.672,8.322,1188.787,0.29603,-0.4934,0.13856,0.11404,0.09625,0.71748,75.24,69.513,52.68
"I completed the main tasks for today and reviewed the next steps. I keep worrying that something might go wrong even after I check it. The current draft is usable, but it still needs refinement.",119.062,135.297,0.27517,0.12876,0.1824,230.262,63.257,8.43,935.045,0.20053,-0.07717,0.10075,0.07227,0.07578,0.65603,54.254,60.712,34.326
"I completed the main tasks for today and reviewed the next steps. I am rushing through deadlines and keep switching between tasks. I am uncertain about the outcome and keep second-guessing the details. The current draft is usable, but it still needs refinement.",137.891,113.618,0.29368,0.22771,0.19362,242.522,54.46,9.123,1267.907,0.22252,-0.79777,0.12781,0.10818,0.08452,0.67067,85.809,70.503,53.158
The workday was manageable and I moved through the checklist steadily. I keep correcting myself because I do not want to miss anything important. I keep worrying that something might go wrong even after I check it. The schedule is clear enough for the next session.,116.596,134.017,0.33714,0.14667,0.17766,234.423,70.505,9.531,1003.745,0.20193,-0.71374,0.12388,0.13005,0.10157,0.63701,59.119,65.9,54.722
"I sent updates, answered messages, and planned tomorrow's priorities. There is too much to finish at once and the pace feels intense. I am uneasy and keep revisiting the same point for reassurance. The work feels heavier than it should and I am moving slowly. The current draft is usable, but it still needs refinement.",155.998,129.353,0.4312,0.25089,0.24401,295.537,55.014,9.24,1247.902,0.30672,-0.96873,0.14727,0.14486,0.11703,0.53997,95.854,89.111,57.057
I completed the main tasks for today and reviewed the next steps. I keep correcting myself because I do not want to miss anything important. I can continue after a short break and another review pass.,127.818,122.19,0.24467,0.13775,0.16403,226.806,63.109,7.727,1058.832,0.22476,-0.24262,0.10318,0.06474,0.10322,0.68557,63.739,40.56,39.899
I completed the main tasks for today and reviewed the next steps. Everything feels urgent and I am trying to catch up quickly. My thoughts keep looping around possible mistakes and consequences. The work feels heavier than it should and I am moving slowly. The schedule is clear enough for the next session.,120.567,144.319,0.32435,0.1684,0.17613,228.743,49.059,7.094,1031.657,0.30046,-0.92353,0.12533,0.08044,0.10357,0.68326,74.141,56.321,70.429
"I finished the review, documented the results, and cleaned up the notes. I keep correcting myself because I do not want to miss anything important. My thoughts keep looping around possible mistakes and consequences.",113.176,144.392,0.31597,0.18245,0.20892,275.46,56.118,9.112,1220.935,0.26429,-0.87009,0.11069,0.0898,0.11836,0.60858,88.981,55.622,46.524
I completed the main tasks for today and reviewed the next steps. I will revisit the remaining items tomorrow.,107.19,116.717,0.17417,0.10387,0.11199,176.358,71.325,10.785,702.919,0.1786,0.37173,0.06008,0.05661,0.07946,0.71205,36.374,32.181,30.212
"I sent updates, answered messages, and planned tomorrow's priorities. I will revisit the remaining items tomorrow.",109.058,116.711,0.25733,0.11697,0.10479,229.149,73.18,9.387,803.651,0.19836,-0.03826,0.0824,0.07963,0.08206,0.6925,30.07,47.156,38.287
The workday was manageable and I moved through the checklist steadily. The work feels heavier than it should and I am moving slowly.,101.915,125.033,0.29097,0.0911,0.07117,199.568,58.617,7.762,758.732,0.22721,-0.38331,0.1142,0.06003,0.10623,0.60111,25.946,28.337,63.203
"I finished the review, documented the results, and cleaned up the notes. There is too much to finish at once and the pace feels intense. I am uneasy and keep revisiting the same point for reassurance.",126.348,126.255,0.38738,0.17479,0.17281,235.148,74.949,9.879,909.629,0.25642,-0.40381,0.10031,0.10861,0.0727,0.69697,66.471,74.562,25.768
The workday was manageable and I moved through the checklist steadily. I can continue after a short break and another review pass.,109.706,115.866,0.25479,0.10213,0.12394,200.597,53.731,8.022,836.19,0.2282,-0.28276,0.09516,0.0522,0.09164,0.71985,39.205,43.688,48.374
"I finished the review, documented the results, and cleaned up the notes. It is hard to stay motivated and my energy feels low.",99.845,113.423,0.19781,0.07707,0.08599,183.016,62.101,7.649,782.785,0.21843,-0.27067,0.10241,0.09088,0.08629,0.68315,27.529,37.997,61.103
The workday was manageable and I moved through the checklist steadily. I can continue after a short break and another review pass.,99.89,99.479,0.17189,0.1099,0.08228,195.604,63.144,9.648,710.387,0.09638,0.13966,0.05422,0.05155,0.06452,0.79781,27.921,34.474,20.523
"I finished the review, documented the results, and cleaned up the notes. I keep correcting myself because I do not want to miss anything important. The work feels heavier than it should and I am moving slowly. I can continue after a short break and another review pass.",121.569,148.537,0.39671,0.18683,0.19544,237.826,52.251,7.384,1170.827,0.2838,-0.86912,0.14871,0.09667,0.11131,0.62595,74.95,53.127,66.249
I completed the main tasks for today and reviewed the next steps. The schedule is clear enough for the next session.,113.221,105.236,0.14561,0.13696,0.10015,183.678,60.694,9.431,850.654,0.19765,-0.01524,0.06035,0.07791,0.06622,0.62859,46.332,32.715,32.981
"I sent updates, answered messages, and planned tomorrow's priorities. I do not feel engaged and it is difficult to sustain momentum.",69.563,122.291,0.13668,0.11483,0.08225,182.457,53.707,11.151,1062.967,0.17657,-0.56342,0.11118,0.06536,0.10711,0.59381,31.661,30.018,59.806
I completed the main tasks for today and reviewed the next steps. There is too much to finish at once and the pace feels intense. I am uncertain about the outcome and keep second-guessing the details. The schedule is clear enough for the next session.,119.42,131.241,0.28348,0.21798,0.21583,296.491,60.246,8.535,937.307,0.23952,-0.75272,0.11438,0.1218,0.116,0.59755,78.27,63.723,48.831
"I sent updates, answered messages, and planned tomorrow's priorities. I am rushing through deadlines and keep switching between tasks. I keep worrying that something might go wrong even after I check it. It is hard to stay motivated and my energy feels low. I can continue after a short break and another review pass.",135.103,136.525,0.37232,0.24137,0.21678,271.129,46.458,9.399,1258.646,0.30515,-0.99398,0.1635,0.1287,0.11635,0.55504,87.159,82.314,68.057
"I sent updates, answered messages, and planned tomorrow's priorities. The current draft is usable, but it still needs refinement.",94.674,138.793,0.2301,0.08732,0.10517,180.701,55.621,8.695,762.281,0.16808,-0.20285,0.07644,0.08266,0.09103,0.62526,33.134,40.911,34.912
I completed the main tasks for today and reviewed the next steps. The schedule is clear enough for the next session.,104.719,111.983,0.26949,0.09209,0.07442,187.669,50.118,5.188,842.791,0.16834,0.1226,0.1108,0.04693,0.1096,0.63586,17.417,36.901,51.472
I completed the main tasks for today and reviewed the next steps. I will revisit the remaining items tomorrow.,90.722,111.126,0.15247,0.07569,0.0899,167.06,83.68,9.403,522.52,0.15486,0.62024,0.04854,0.04418,0.07351,0.75621,18.858,29.1,19.739
"I finished the review, documented the results, and cleaned up the notes. My thoughts keep looping around possible mistakes and consequences. I can continue after a short break and another review pass.",123.868,140.42,0.32086,0.13934,0.11686,216.131,78.077,9.01,649.425,0.14986,-0.22377,0.10418,0.1112,0.0713,0.69444,35.129,70.688,31.944
The workday was manageable and I moved through the checklist steadily. There is too much to finish at once and the pace feels intense. I feel mentally drained and focusing takes more effort than usual.,111.433,145.232,0.31692,0.15847,0.14507,209.674,49.438,9.286,1067.481,0.28,-0.61158,0.11756,0.09669,0.12273,0.52552,60.295,54.951,62.805
"I sent updates, answered messages, and planned tomorrow's priorities. The current draft is usable, but it still needs refinement.",91.879,103.275,0.2004,0.07587,0.1236,167.307,62.62,9.549,780.127,0.17534,-0.19548,0.06791,0.06485,0.07196,0.65294,29.894,35.766,35.705
The workday was manageable and I moved through the checklist steadily. There is too much to finish at once and the pace feels intense. I keep worrying that something might go wrong even after I check it.,112.617,135.47,0.2734,0.14683,0.14587,270.777,51.285,9.535,1075.954,0.25469,-0.63972,0.11163,0.08649,0.10954,0.71081,61.439,58.783,48.107
I completed the main tasks for today and reviewed the next steps. I do not feel engaged and it is difficult to sustain momentum. I can continue after a short break and another review pass.,99.573,113.62,0.26645,0.13348,0.11999,171.405,55.268,6.923,1085.244,0.27164,-0.5569,0.11229,0.06954,0.14939,0.61796,54.329,39.572,70.364
"I sent updates, answered messages, and planned tomorrow's priorities. There is too much to finish at once and the pace feels intense. I keep worrying that something might go wrong even after I check it. I do not feel engaged and it is difficult to sustain momentum. I will revisit the remaining items tomorrow.",140.362,130.034,0.45927,0.26159,0.26793,275.196,51.874,8.01,1470.768,0.35576,-1.0,0.18369,0.13326,0.12509,0.57834,93.147,91.131,85.99
"I sent updates, answered messages, and planned tomorrow's priorities. I am rushing through deadlines and keep switching between tasks. I am uncertain about the outcome and keep second-guessing the details. I feel mentally drained and focusing takes more effort than usual.",120.971,135.193,0.36215,0.19944,0.19476,250.486,51.402,6.797,1164.161,0.27271,-0.83073,0.14736,0.12519,0.14199,0.52739,78.75,72.28,69.306
"I finished the review, documented the results, and cleaned up the notes. Everything feels urgent and I am trying to catch up quickly. I will revisit the remaining items tomorrow.",136.599,122.159,0.27201,0.17881,0.21341,255.131,59.951,8.057,1136.847,0.32247,-0.75325,0.09185,0.08173,0.08795,0.66279,86.594,50.472,38.244
"I sent updates, answered messages, and planned tomorrow's priorities. Everything feels urgent and I am trying to catch up quickly. I am uncertain about the outcome and keep second-guessing the details. I feel mentally drained and focusing takes more effort than usual.",114.256,136.973,0.39246,0.17728,0.18557,220.265,45.643,8.743,1104.639,0.26784,-1.0,0.16594,0.10128,0.13705,0.60266,71.806,64.75,83.929
"I finished the review, documented the results, and cleaned up the notes. I am rushing through deadlines and keep switching between tasks. My thoughts keep looping around possible mistakes and consequences.",122.368,135.737,0.36849,0.22575,0.18832,294.49,50.131,8.87,1131.295,0.25426,-0.55912,0.14175,0.1331,0.10763,0.57523,76.645,81.804,42.336
"I sent updates, answered messages, and planned tomorrow's priorities. Everything feels urgent and I am trying to catch up quickly. My thoughts keep looping around possible mistakes and consequences. The schedule is clear enough for the next session.",122.805,118.369,0.23173,0.20407,0.15605,220.062,57.615,7.784,937.735,0.23114,-0.14557,0.10716,0.10696,0.07457,0.68215,64.554,62.043,37.748
I completed the main tasks for today and reviewed the next steps. I am uncertain about the outcome and keep second-guessing the details. I will revisit the remaining items tomorrow.,97.366,95.409,0.26806,0.10299,0.1002,176.828,66.805,8.158,638.917,0.07584,0.07731,0.09372,0.09531,0.06811,0.66832,21.349,57.449,25.29
"I finished the review, documented the results, and cleaned up the notes. I will revisit the remaining items tomorrow.",102.141,120.56,0.12597,0.09626,0.12766,153.01,66.076,9.062,692.608,0.13985,0.25473,0.08496,0.07133,0.07408,0.71339,28.768,43.884,17.855
"I finished the review, documented the results, and cleaned up the notes. I keep correcting myself because I do not want to miss anything important. It is hard to stay motivated and my energy feels low. I can continue after a short break and another review pass.",111.161,126.175,0.21038,0.19174,0.16776,234.165,59.673,8.753,1176.598,0.2956,-0.64025,0.12967,0.09613,0.09831,0.50149,67.913,53.832,61.792
The workday was manageable and I moved through the checklist steadily. I will revisit the remaining items tomorrow.,104.781,121.071,0.26251,0.06635,0.07966,188.282,67.368,8.637,655.143,0.15401,0.20221,0.10726,0.03516,0.09225,0.59638,20.86,30.705,43.353
"The workday was manageable and I moved through the checklist steadily. I am rushing through deadlines and keep switching between tasks. I am uneasy and keep revisiting the same point for reassurance. The current draft is usable, but it still needs refinement.",131.821,125.794,0.2871,0.16592,0.16057,260.245,54.223,6.192,990.809,0.30999,-0.54185,0.126,0.09065,0.0777,0.55736,67.407,58.104,53.766
"I sent updates, answered messages, and planned tomorrow's priorities. Everything feels urgent and I am trying to catch up quickly. I am uneasy and keep revisiting the same point for reassurance. I can continue after a short break and another review pass.",106.112,123.554,0.2394,0.14651,0.17486,224.318,58.804,6.167,971.725,0.16781,-0.38575,0.10096,0.11249,0.11905,0.60899,57.234,58.021,46.883
"I sent updates, answered messages, and planned tomorrow's priorities. The schedule is clear enough for the next session.",103.64,105.027,0.2072,0.10788,0.08125,165.466,63.424,10.725,719.721,0.13001,0.10389,0.06399,0.07343,0.07393,0.7976,26.187,35.442,26.554
"I finished the review, documented the results, and cleaned up the notes. Everything feels urgent and I am trying to catch up quickly. I am uneasy and keep revisiting the same point for reassurance.",137.685,139.495,0.34413,0.21864,0.19238,277.08,54.464,10.51,1001.424,0.19563,-0.70105,0.1428,0.14487,0.08195,0.60085,69.65,77.923,44.36
I completed the main tasks for today and reviewed the next steps. I am rushing through deadlines and keep switching between tasks. My thoughts keep looping around possible mistakes and consequences. The work feels heavier than it should and I am moving slowly. I will revisit the remaining items tomorrow.,138.314,138.314,0.39493,0.23911,0.21966,251.603,41.467,5.654,1333.107,0.32153,-1.0,0.15405,0.121,0.10194,0.60213,89.109,84.697,64.346
"I finished the review, documented the results, and cleaned up the notes. I am rushing through deadlines and keep switching between tasks. I am uneasy and keep revisiting the same point for reassurance. The schedule is clear enough for the next session.",137.11,106.936,0.23862,0.16621,0.17001,231.981,55.412,10.313,1057.356,0.19201,-0.05785,0.10315,0.0959,0.06945,0.66375,61.686,59.432,39.842
"I finished the review, documented the results, and cleaned up the notes. The current draft is usable, but it still needs refinement.",85.525,98.608,0.20026,0.06603,0.05246,157.632,71.398,8.588,808.061,0.17014,0.25651,0.07458,0.02929,0.07759,0.72166,22.56,23.031,33.93
"I sent updates, answered messages, and planned tomorrow's priorities. There is too much to finish at once and the pace feels intense. I keep worrying that something might go wrong even after I check it. The work feels heavier than it should and I am moving slowly. The current draft is usable, but it still needs refinement.",142.992,155.14,0.42466,0.1829,0.19099,276.814,51.468,6.044,1170.983,0.23902,-1.0,0.17679,0.12265,0.1301,0.58446,68.232,77.475,66.86
The workday was manageable and I moved through the checklist steadily. I can continue after a short break and another review pass.,106.119,103.675,0.1466,0.08411,0.07297,175.724,59.185,10.129,861.253,0.1959,-0.22068,0.07377,0.03647,0.07482,0.65218,27.861,19.125,46.686
I completed the main tasks for today and reviewed the next steps. I keep correcting myself because I do not want to miss anything important. The schedule is clear enough for the next session.,109.585,132.313,0.29642,0.13868,0.15276,208.158,59.924,6.976,918.491,0.18437,-0.46092,0.09281,0.10723,0.09406,0.67827,60.801,53.115,47.397
"I finished the review, documented the results, and cleaned up the notes. It is hard to stay motivated and my energy feels low. The schedule is clear enough for the next session.",91.894,120.093,0.22222,0.13262,0.10566,217.871,58.964,7.144,1007.624,0.1878,-0.36699,0.10285,0.05889,0.1101,0.61392,39.51,39.391,55.706
I completed the main tasks for today and reviewed the next steps. The schedule is clear enough for the next session.,95.795,128.228,0.24184,0.11419,0.1153,160.673,57.582,10.396,1041.673,0.18526,-0.50606,0.08271,0.06099,0.11117,0.68967,38.389,37.976,54.41
"I finished the review, documented the results, and cleaned up the notes. There is too much to finish at once and the pace feels intense. I am uneasy and keep revisiting the same point for reassurance.",118.612,138.867,0.36279,0.20066,0.18177,279.486,56.693,10.272,1012.237,0.23093,-0.50032,0.10048,0.13209,0.11714,0.57871,74.352,66.868,52.258
"I sent updates, answered messages, and planned tomorrow's priorities. The schedule is clear enough for the next session.",105.475,105.62,0.18431,0.05816,0.08344,207.795,66.453,8.407,1097.816,0.19032,0.26588,0.0787,0.03298,0.08499,0.69356,23.38,23.522,39.594
I completed the main tasks for today and reviewed the next steps. The schedule is clear enough for the next session.,117.781,118.273,0.2462,0.1407,0.15256,212.888,64.953,6.904,859.948,0.20012,-0.43769,0.09068,0.09681,0.07165,0.72243,53.77,54.244,34.918
"I finished the review, documented the results, and cleaned up the notes. I can continue after a short break and another review pass.",102.821,114.172,0.27962,0.13806,0.13425,214.286,73.402,7.024,850.477,0.11565,-0.17352,0.09638,0.08754,0.08332,0.65059,42.069,52.683,44.183
I completed the main tasks for today and reviewed the next steps. My thoughts keep looping around possible mistakes and consequences. It is hard to stay motivated and my energy feels low. I can continue after a short break and another review pass.,96.26,130.15,0.3056,0.11943,0.15865,202.779,60.221,7.897,806.011,0.21793,-0.75637,0.14765,0.10947,0.13952,0.56959,42.493,60.76,68.07
The workday was manageable and I moved through the checklist steadily. I keep correcting myself because I do not want to miss anything important. My thoughts keep looping around possible mistakes and consequences. I will revisit the remaining items tomorrow.,121.544,127.665,0.27731,0.17291,0.18354,237.076,64.934,7.11,1032.009,0.21185,-0.8522,0.11284,0.08539,0.09774,0.62437,69.956,56.919,54.116
"I sent updates, answered messages, and planned tomorrow's priorities. I keep correcting myself because I do not want to miss anything important. I keep worrying that something might go wrong even after I check it. The current draft is usable, but it still needs refinement.",121.305,142.5,0.33932,0.19166,0.19014,244.943,66.226,7.772,1195.727,0.24956,-0.30697,0.13927,0.12552,0.08452,0.66108,67.145,79.266,51.937
"I sent updates, answered messages, and planned tomorrow's priorities. There is too much to finish at once and the pace feels intense. I am uncertain about the outcome and keep second-guessing the details. I will revisit the remaining items tomorrow.",137.88,134.147,0.35088,0.1896,0.19923,225.649,54.459,8.192,1298.713,0.27415,-0.75969,0.12079,0.11754,0.0761,0.64061,85.354,63.842,47.681
"The workday was manageable and I moved through the checklist steadily. The current draft is usable, but it still needs refinement.",89.022,118.054,0.19348,0.07765,0.07359,154.539,77.356,13.537,609.261,0.08355,0.15109,0.05288,0.07536,0.06548,0.69206,11.154,38.015,14.766
"I finished the review, documented the results, and cleaned up the notes. I am rushing through deadlines and keep switching between tasks. My thoughts keep looping around possible mistakes and consequences. I do not feel engaged and it is difficult to sustain momentum.",119.961,139.158,0.35413,0.20384,0.18248,278.08,58.082,8.047,1357.526,0.33682,-0.70689,0.17522,0.12174,0.12244,0.63276,70.066,75.485,74.228
"I sent updates, answered messages, and planned tomorrow's priorities. Everything feels urgent and I am trying to catch up quickly. I feel mentally drained and focusing takes more effort than usual. The schedule is clear enough for the next session.",124.923,138.996,0.30773,0.17587,0.17141,269.482,59.355,5.963,1152.479,0.34198,-0.71066,0.15293,0.12237,0.1117,0.59262,66.533,53.937,69.039
"I sent updates, answered messages, and planned tomorrow's priorities. The current draft is usable, but it still needs refinement.",132.853,122.778,0.23868,0.1005,0.14467,213.468,63.878,9.37,880.591,0.16193,-0.18875,0.06812,0.07461,0.08686,0.65387,50.738,46.029,27.927
"I finished the review, documented the results, and cleaned up the notes. I will revisit the remaining items tomorrow.",95.299,118.783,0.17305,0.07613,0.09839,154.225,61.203,10.967,626.328,0.13717,-0.1639,0.05153,0.02638,0.05329,0.72344,38.497,16.41,28.489
The workday was manageable and I moved through the checklist steadily. Everything feels urgent and I am trying to catch up quickly. It is hard to stay motivated and my energy feels low. I can continue after a short break and another review pass.,134.097,135.058,0.31307,0.17569,0.14415,225.913,65.048,7.349,1068.505,0.28639,-0.93669,0.13963,0.09296,0.12596,0.63333,68.42,53.843,72.259
"I sent updates, answered messages, and planned tomorrow's priorities. I will revisit the remaining items tomorrow.",118.533,112.684,0.26701,0.1385,0.13568,206.065,71.375,8.338,909.107,0.1753,-0.0476,0.09177,0.10334,0.05549,0.67875,50.229,49.895,25.221
The workday was manageable and I moved through the checklist steadily. I am rushing through deadlines and keep switching between tasks. I am uncertain about the outcome and keep second-guessing the details. I will revisit the remaining items tomorrow.,132.694,147.869,0.31012,0.20843,0.18264,240.394,50.103,8.566,1184.101,0.30533,-0.51084,0.13244,0.15078,0.10751,0.53967,77.97,69.76,54.367
The workday was manageable and I moved through the checklist steadily. The schedule is clear enough for the next session.,103.599,93.16,0.22743,0.05289,0.07548,181.275,66.0,9.232,538.98,0.18581,0.45499,0.05355,0.08031,0.0703,0.70456,20.26,42.057,28.785
"I finished the review, documented the results, and cleaned up the notes. I will revisit the remaining items tomorrow.",98.408,105.809,0.20672,0.07273,0.10009,173.949,77.447,11.389,327.849,0.13402,0.21566,0.05858,0.08831,0.04969,0.73764,15.621,43.627,12.633
The workday was manageable and I moved through the checklist steadily. I will revisit the remaining items tomorrow.,114.134,120.324,0.08632,0.07028,0.06348,157.723,70.197,9.789,674.607,0.07549,0.35006,0.03767,0.0541,0.05978,0.7185,32.438,9.75,11.8
I completed the main tasks for today and reviewed the next steps. I can continue after a short break and another review pass.,108.533,121.59,0.2693,0.12667,0.14102,180.039,67.022,8.013,966.195,0.14641,0.01735,0.08303,0.07755,0.08068,0.66727,50.959,41.857,32.829
"I finished the review, documented the results, and cleaned up the notes. The schedule is clear enough for the next session.",117.105,113.62,0.2453,0.12399,0.12515,183.476,57.827,7.273,1146.866,0.17501,-0.47955,0.11099,0.06828,0.09374,0.68251,51.203,47.151,46.686
